Name                           	 Owner Family	Offset  Title                                DataType   MsgType        Format
LG_SPATIAL_FILTER_COEFFICIENTS_OUTPUT_FILTER_COEFFICIENTS   0x7	0x1F   0x26 "LG_SPATIAL_FILTER_COEFFICIENTS_OUTPUT_FILTER_COEFFICIENTS = " DEC16Q15 Buffer_E ""

LG_CLSCE_INPUT_RX_GMSK_TSC		          0x7	0x1F   0x27  "LG_CLSCE_INPUT_RX_GMSK_TSC = "    	      		     COMP16Q15 Buffer_E ""
LG_CLSCE_ESTTYPE				  0x7	0x1F   0x28  "LG_CLSCE_ESTTYPE = "                               	     Q0        Title+Data ""
LG_CLSCE_CHLEN					  0x7	0x1F   0x29  "LG_CLSCE_CHLEN = "                               	     Q0        Title+Data ""
LG_CLSCE_MODTYPE				  0x7	0x1F   0x2A  "LG_CLSCE_MODTYPE = "                               	     Q0        Title+Data ""
LG_CLSCE_PRE_HYP_TSC_INDEXES	                  0x7	0x1F   0x2B  "LG_CLSCE_PRE_HYP_TSC_INDEXES = "                             DEC16Q0  Buffer_E ""
LG_CLSCE_PRE_HYP_TSC_DELAYS		          0x7	0x1F   0x2C  "LG_CLSCE_PRE_HYP_TSC_DELAYS = "                              DEC16Q0  Buffer_E ""
LG_CLSCE_SNR_INITIAL			          0x7	0x1F   0x2D  "LG_CLSCE_SNR_INITIAL = "    	             		     FlpNumQ15 Title+Data ""
LG_CLSCE_SNR_BEST				  0x7	0x1F   0x2E  "LG_CLSCE_SNR_BEST = "    	             		     FlpNumQ15 Title+Data ""
LG_CLSCE_BEST_INTERFERER_INDEX                    0x7	0x1F   0x2F  "LG_CLSCE_BEST_INTERFERER_INDEX = "                           Q0        Title+Data ""
LG_CLSCE_BEST_INTERFERER_DELAY                    0x7	0x1F   0x30  "LG_CLSCE_BEST_INTERFERER_DELAY = "                           Q0        Title+Data ""
LG_CLSCE_OUTPUT_CHANNEL_TAPS	                  0x7	0x1F   0x31  "LG_CLSCE_OUTPUT_CHANNEL_TAPS = "    	     	     	     COMP16Q15 Buffer_E ""

LG_NORM_AND_REARANGE_CHAN_TAPS_INPUT		  0x7	0x1F   0x32  "LG_NORM_AND_REARANGE_CHAN_TAPS_INPUT = "    	     	     COMP16Q15 Buffer_E ""
LG_NORM_AND_REARANGE_NOISE_SAMP_INPUT		  0x7	0x1F   0x33  "LG_NORM_AND_REARANGE_NOISE_SAMP_INPUT = "    	     	     COMP16Q15 Buffer_E ""
LG_NORM_AND_REARANGE_NORM_CHAN_TAPS_OUTPUT	  0x7	0x1F   0x34  "LG_NORM_AND_REARANGE_NORM_CHAN_TAPS_OUTPUT = "    	     COMP16Q15 Buffer_E ""
LG_NORM_AND_REARANGE_NORM_NOISE_SAMP_OUTPUT       0x7	0x1F   0x35  "LG_NORM_AND_REARANGE_NORM_NOISE_SAMP_OUTPUT = "    	     COMP16Q15 Buffer_E ""
LG_NORM_AND_REARANGE_INVERS_NORM_VAL_OUTPUT       0x7	0x1F   0x36  "LG_NORM_AND_REARANGE_INVERS_NORM_VAL_OUTPUT = "    	     DEC16Q15  Buffer_E ""

// Cdmn
LG_LTE_SAM_CDMN_RSRP_FLP_REPORT     		0x0	0x10   0x21  "LG_LTE_SAM_CDMN_RSRP_FLP_REPORT = "     					FlpNumQ15  Title+Data       ""

// LTE Searcher
LG_LTE_PHY_SEARCHER_ST2_S0											0x0	0x17   0x8   "LG_LTE_PHY_SEARCHER_ST2_S0 = "								COMPFLP16Q15  	Buffer_E       		""
LG_LTE_PHY_SEARCHER_ST2_S1	       									0x0	0x17   0x9   "LG_LTE_PHY_SEARCHER_ST2_S1 = "								COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_TH_NOISE_LEVEL     								0x0	0x17   0xA   "LG_LTE_CELL_SEARCH_TH_NOISE_LEVEL = "     					FlpNumQ15  		Title+Data    		""
LG_LTE_CELL_SEARCH_RELATIVE_TH     									0x0	0x17   0xB   "LG_LTE_CELL_SEARCH_RELATIVE_TH = "     						FlpNumQ15  		Title+Data     		""
LG_LTE_CELL_SEARCH_ST1_DILUT_INPUT									0x0	0x17   0xC   "LG_LTE_CELL_SEARCH_ST1_DILUT_INPUT = "						COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST1_DILUT_SQ_INPUT	    						0x0	0x17   0xD   "LG_LTE_CELL_SEARCH_ST1_DILUT_SQ_INPUT = "						DECFLP16Q15		Buffer_E       		""
LG_LTE_PHY_SEARCHER_ST2_EXP_BUFFER     								0x0	0x17   0x11  "LG_LTE_PHY_SEARCHER_ST2_EXP_BUFFER = "     					HEX32  			Buffer_E    		""
LG_LTE_PHY_SEARCHER_ST2_SCORE_BUFFER								0x0	0x17   0x12  "LG_LTE_PHY_SEARCHER_ST2_SCORE_BUFFER = "						DECFLP16Q15  	Buffer_E       		""
LG_LTE_PHY_SEARCHER_ST1_SCORE_BUFFER								0x0	0x17   0x13  "LG_LTE_PHY_SEARCHER_ST1_SCORE_BUFFER = "						DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST1_DILUT_SCORE_PER_PSC     						0x0	0x17   0x14  "LG_LTE_CELL_SEARCH_ST1_DILUT_SCORE_PER_PSC = "     			DECFLP16Q15		Buffer_E     		""
LG_LTE_CELL_SEARCH_ST1_DILUT_SQ_SCORE_PER_PSC						0x0	0x17   0x15  "LG_LTE_CELL_SEARCH_ST1_DILUT_SQ_SCORE_PER_PSC = "				DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST1_DILUT_SCORE_PER_PSC							0x0	0x17   0x16  "LG_LTE_CELL_SEARCH_ST1_DILUT_SCORE_PER_PSC = "				DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST1_DILUT_SQ_SCORE_PER_PSC_AFTER_DILUT   		0x0	0x17   0x17  "LG_LTE_CELL_SEARCH_ST1_DILUT_SQ_SCORE_PER_PSC_AFTER_DILUT = " DECFLP16Q15  	Buffer_E			""
LG_LTE_CELL_SEARCH_ST1_DILUT_SURV_IDX								0x0	0x17   0x18  "LG_LTE_CELL_SEARCH_ST1_DILUT_SURV_IDX = "						DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST1_DILUT_TIME_PSC_IND_SORTED					0x0	0x17   0x19  "LG_LTE_CELL_SEARCH_ST1_DILUT_TIME_PSC_IND_SORTED = "			DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST1_SORT_TOP_CANDS   							0x0	0x17   0x1A  "LG_LTE_CELL_SEARCH_ST1_SORT_TOP_CANDS = " 					DECFLP16Q15  	Buffer_E			""
LG_LTE_CELL_SEARCH_ST1_UNSORT_ST1_CANDS								0x0	0x17   0x1B  "LG_LTE_CELL_SEARCH_ST1_UNSORT_ST1_CANDS = "					DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST1_SORT_ST1_CANDS								0x0	0x17   0x1C  "LG_LTE_CELL_SEARCH_ST1_SORT_ST1_CANDS = "						DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_TH_MARGIN										0x0	0x17   0x1D  "LG_LTE_CELL_SEARCH_TH_MARGIN = "								FlpNumQ15  		Title+Data     		""
LG_LTE_CELL_SEARCH_ST1_HW_RES     									0x0	0x17   0x1E  "LG_LTE_CELL_SEARCH_ST1_HW_RES = "     						HEX32  			Buffer_E    		""
LG_LTE_CELL_SEARCH_ST2_SSC_USEFUL_ANT0_INPUT     					0x0	0x17   0x1F  "LG_LTE_CELL_SEARCH_ST2_SSC_USEFUL_ANT0_INPUT = "     			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_ANT0_INPUT						0x0	0x17   0x20  "LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_ANT0_INPUT = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_USEFUL_ANT1_INPUT						0x0	0x17   0x21  "LG_LTE_CELL_SEARCH_ST2_SSC_USEFUL_ANT1_INPUT = "				COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_ANT1_INPUT   					0x0	0x17   0x22  "LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_ANT1_INPUT = " 			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_ANT0_OUTPUT					0x0	0x17   0x23  "LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_ANT0_OUTPUT = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_ANT1_OUTPUT					0x0	0x17   0x24  "LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_ANT1_OUTPUT = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_COMBINED_OUTPUT				0x0	0x17   0x25  "LG_LTE_CELL_SEARCH_ST2_SSC_CH_SMOOTH_COMBINED_OUTPUT = "		COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_FHT_PRE_PERMUT					 			0x0	0x17   0x26  "LG_LTE_CELL_SEARCH_ST2_FHT_PRE_PERMUT = "						COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_FHT_CORE_OUTPUT								0x0	0x17   0x27  "LG_LTE_CELL_SEARCH_ST2_FHT_CORE_OUTPUT = "					COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_FHT_POST_PERMUT								0x0	0x17   0x28  "LG_LTE_CELL_SEARCH_ST2_FHT_POST_PERMUT = "					COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_EXTRACTED_MANT_ANT0							0x0	0x17   0x29  "LG_LTE_CELL_SEARCH_ST2_EXTRACTED_MANT_ANT0 = "				HEX32  			Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_EXTRACTED_MANT_ANT1							0x0	0x17   0x2A  "LG_LTE_CELL_SEARCH_ST2_EXTRACTED_MANT_ANT1= "					HEX32  			Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PSC_FREQ_OUTPUT_ANT0                         0x0	0x17   0x2B  "LG_LTE_CELL_SEARCH_ST2_PSC_FREQ_OUTPUT_ANT0 = "				COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PSC_FREQ_OUTPUT_ANT1                         0x0	0x17   0x2C  "LG_LTE_CELL_SEARCH_ST2_PSC_FREQ_OUTPUT_ANT1  = "				COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PSC_FFT_OUTPUT_ANT0                          0x0	0x17   0x2D  "LG_LTE_CELL_SEARCH_ST2_PSC_FFT_OUTPUT_ANT0 = "				COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PSC_FFT_OUTPUT_ANT1                          0x0 0x17   0x2E  "LG_LTE_CELL_SEARCH_ST2_PSC_FFT_OUTPUT_ANT1 = "				COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PSC_MULT_REF_ANT0                            0x0 0x17   0x2F  "LG_LTE_CELL_SEARCH_ST2_PSC_MULT_REF_ANT0 = "					COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PSC_MULT_REF_ANT1                            0x0	0x17   0x30  "LG_LTE_CELL_SEARCH_ST2_PSC_MULT_REF_ANT1 = "					COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PSC_REF_VEC                                  0x0	0x17   0x31  "LG_LTE_CELL_SEARCH_ST2_PSC_REF_VEC = "						COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SMOOTH_SHIFT_HALF_FFT_ANT0                   0x0	0x17   0x32  "LG_LTE_CELL_SEARCH_ST2_SMOOTH_SHIFT_HALF_FFT_ANT0 = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SMOOTH_SHIFT_HALF_FFT_ANT1                   0x0	0x17   0x33  "LG_LTE_CELL_SEARCH_ST2_SMOOTH_SHIFT_HALF_FFT_ANT1 = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SMOOTH_TIME_DOMAIN_ANT0                      0x0	0x17   0x34  "LG_LTE_CELL_SEARCH_ST2_SMOOTH_TIME_DOMAIN_ANT0 = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SMOOTH_TIME_DOMAIN_ANT1                      0x0	0x17   0x35  "LG_LTE_CELL_SEARCH_ST2_SMOOTH_TIME_DOMAIN_ANT1 = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SMOOTH_FREQ_DOMAIN_ANT0                      0x0	0x17   0x36  "LG_LTE_CELL_SEARCH_ST2_SMOOTH_FREQ_DOMAIN_ANT0 = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SMOOTH_FREQ_DOMAIN_ANT1                      0x0	0x17   0x37  "LG_LTE_CELL_SEARCH_ST2_SMOOTH_FREQ_DOMAIN_ANT1 = "			COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SMOOTH_FREQ_DOMAIN_128_ANT0                  0x0	0x17   0x38  "LG_LTE_CELL_SEARCH_ST2_SMOOTH_FREQ_DOMAIN_128_ANT0 = "		COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SMOOTH_FREQ_DOMAIN_128_ANT1                  0x0	0x17   0x39  "LG_LTE_CELL_SEARCH_ST2_SMOOTH_FREQ_DOMAIN_128_ANT1 = "		COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S0_FHT_INPUT                                 0x0	0x17   0x3A  "LG_LTE_CELL_SEARCH_ST2_S0_FHT_INPUT = "						COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S0_FHT_OUTPUT                                0x0	0x17   0x3B  "LG_LTE_CELL_SEARCH_ST2_S0_FHT_OUTPUT = "						COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S0_SORTED_SCORES                             0x0	0x17   0x3C  "LG_LTE_CELL_SEARCH_ST2_S0_SORTED_SCORES = "					DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S1_FHT_INPUT                                 0x0	0x17   0x3D  "LG_LTE_CELL_SEARCH_ST2_S1_FHT_INPUT = "						COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S1_FHT_OUTPUT                                0x0	0x17   0x3E  "LG_LTE_CELL_SEARCH_ST2_S1_FHT_OUTPUT = "						COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S1_HYP                                       0x0	0x17   0x3F  "LG_LTE_CELL_SEARCH_ST2_S1_HYP = "								DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S1_LEGAL_SCORES                              0x0	0x17   0x40  "LG_LTE_CELL_SEARCH_ST2_S1_LEGAL_SCORES = "					COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S1_ABS_SCORES                                0x0	0x17   0x41  "LG_LTE_CELL_SEARCH_ST2_S1_ABS_SCORES = "						DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S1_SORTED_ABS_SCORES                         0x0	0x17   0x42  "LG_LTE_CELL_SEARCH_ST2_S1_SORTED_ABS_SCORES = "				DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_S1_SORTED_INDICES                            0x0	0x17   0x43  "LG_LTE_CELL_SEARCH_ST2_S1_SORTED_INDICES = "					DECFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_COMBINE_S0_INPUT_SCORE                       0x0	0x17   0x44  "LG_LTE_CELL_SEARCH_ST2_COMBINE_S0_INPUT_SCORE = "				COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_COMBINE_S1_INPUT_SCORE                       0x0	0x17   0x45  "LG_LTE_CELL_SEARCH_ST2_COMBINE_S1_INPUT_SCORE = "				COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_COMBINE_OUTPUT_SCORE                         0x0	0x17   0x46  "LG_LTE_CELL_SEARCH_ST2_COMBINE_OUTPUT_SCORE = "				COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PROCESS_EXP_VEC                              0x0	0x17   0x47  "LG_LTE_CELL_SEARCH_ST2_PROCESS_EXP_VEC = "					DECFLP16Q15		Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_PROCESS_VEC                                  0x0	0x17   0x48  "LG_LTE_CELL_SEARCH_ST2_PROCESS_VEC = "						COMPFLP16Q15	Buffer_E       		""
LG_LTE_PHY_SEARCHER_ST2_MANT_BUFFER                                 0x0 0x17   0x4B  "LG_LTE_PHY_SEARCHER_ST2_MANT_BUFFER = "     					HEX32           Buffer_E            ""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_REF_SSC                            	0x0	0x17   0x4D  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_REF_SSC = "					COMPFLP16Q15    Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_SCORE                       				0x0	0x17   0x4E  "LG_LTE_CELL_SEARCH_ST2_SSC_SCORE = "							COMPFLP16Q15	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_PHSOR                       			0x0	0x17   0x4F  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_PHSOR = "						COMPFLP16Q15  	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_REF_PSC_CH                         	0x0	0x17   0x50  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_REF_PSC_CH = "					COMPFLP16Q15	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_REF_SSC_SYN                          0x0	0x17   0x51  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_REF_SSC_SYN = "				COMPFLP16Q15	Buffer_E       		""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_NOISE_PWR                            0x0	0x17   0x52  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_NOISE_PWR = "					FlpNumQ15		Title+Data       		""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_RES                                 	0x0 0x17   0x53  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_RES = "     					FlpNumQ15     	Title+Data            ""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_SSC_SCORE                            0x0 0x17   0x5C  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_SSC_SCORE = "     				FlpNumQ15     	Title+Data            ""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_RECVE_SSC                            0x0 0x17   0x60  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_RECVE_SSC = "     				COMPFLP16Q15    Buffer_E            ""
LG_LTE_CELL_SEARCH_ST2_SSC_SNR_NOISE_VEC                            0x0 0x17   0x61  "LG_LTE_CELL_SEARCH_ST2_SSC_SNR_NOISE_VEC = "     				COMPFLP16Q15    Buffer_E            ""


// LTE SW MIMO
LG_LTE_SW_MIMO_PCFICH_OUT_LLRS		          0x0	0x18   0x08  "LG_LTE_SW_MIMO_PCFICH_OUT_LLRS = "    	        DEC16Q0 Buffer_E ""
LG_LTE_SW_MIMO_PDCCH_OUT_LLRS		          0x0	0x18   0x09  "LG_LTE_SW_MIMO_PDCCH_OUT_LLRS = "               	DEC16Q0 Buffer_E ""
LG_LTE_TEST					  0x0	0x02   0x23  "LG_LTE_TEST = "				     	DEC16 Title+Data ""
GSM_DESCISER					  0x7	0x1F   0x37  "GSM_DESCISER = "				     	DEC16 Title+Data ""
LG_LTE_SW_CH_EST_PILOTS0     			  0x0	0x21   0x03  "LG_LTE_SW_CH_EST_PILOTS0 = "     			COMPFLP16Q15 Buffer_E ""
LG_LTE_SW_CH_EST_PILOTS1     		       	  0x0	0x21   0x04  "LG_LTE_SW_CH_EST_PILOTS1 = "     			COMPFLP16Q15 Buffer_E ""
LG_LTE_SW_CH_EST_RNN_INV      			  0x0	0x21   0x05  "LG_LTE_SW_CH_EST_RNN_INV = "     			DECFLP16Q15  Buffer_E ""
LG_LTE_SW_CH_EST_W0       			  0x0	0x21   0x06  "LG_LTE_SW_CH_EST_W0 = "     			COMPFLP16Q15 Buffer_E ""
LG_LTE_SW_CH_EST_W1     			  0x0	0x21   0x07  "LG_LTE_SW_CH_EST_W1  = "     			COMPFLP16Q15 Buffer_E ""
LG_LTE_SW_CH_EST_SNR     			  0x0	0x21   0x08  "LG_LTE_SW_CH_EST_SNR = "     			DECFLP16Q15  Buffer_E ""
LG_LTE_SW_CH_EST_H0       			  0x0	0x21   0x09  "LG_LTE_SW_CH_EST_H0 = "     			COMPFLP16Q15 Buffer_E ""
LG_LTE_SW_CH_EST_H1       			  0x0	0x21   0x0A  "LG_LTE_SW_CH_EST_H1 = "     			COMPFLP16Q15 Buffer_E ""

LG_LTE_CH_EST_DPM_INPUT       		  0x0	0x31   0x27  "LG_LTE_CH_EST_DPM_INPUT = "     					COMP16Q15 Buffer_E ""
LG_LTE_MODULE_IPC_DEBUG_DATA_CHANNEL_ACK       	  0x0  	0x29   0x00 "LG_LTE_MODULE_IPC_DEBUG_DATA_CHANNEL_ACK = "	    		DEC16      Formatted "Data channel ACK of channel ID = %d"
LG_LTE_MODULE_IPC_DEBUG_BUFFER_FREE       	  0x0  	0x29   0x01 "LG_LTE_MODULE_IPC_DEBUG_BUFFER_FREE_ACK = "	    		DEC16      Formatted "Buffer free ACK of Channel ID = %d"
LG_LTE_MODULE_IPC_DEBUG_DATA_CPU_TO_DSP           0x0  	0x29   0x02 "LG_LTE_MODULE_IPC_DEBUG_DATA_CPU_TO_DSP = "     			HEX16      Buffer_E         "Data CPU -> DSP ="
LG_LTE_MODULE_IPC_DEBUG_DSP_NOTIFY_DATA_RCV       0x0  	0x29   0x03 "LG_LTE_MODULE_IPC_DEBUG_DSP_NOTIFY_DATA_RCV = "	    		DEC16      Formatted "DSP notify data recived from Channel ID = %d"
LG_LTE_MODULE_IPC_DEBUG_DSP_POINTER_RESPONSE      0x0  	0x29   0x04 "LG_LTE_MODULE_IPC_DEBUG_DSP_POINTER_RESPONSE = "	    		HEX16      Formatted "DSP returns pointer address = %x %x"
LG_LTE_MODULE_IPC_DEBUG_DATA_ALLOCATION_PARAMS    0x0  	0x29   0x05 "LG_LTE_MODULE_IPC_DEBUG_BUFFER_FREE_ACK = "	    		DEC16      Formatted "DataPacketSize = $d , CommandParams: SetID = %d,SubOpcode = %d,CmdMsgLength = %d,UrgentFlag= %d"

// LTE measurements
LG_LTE_MEASURE_RSRP_ANT0     		    	 0x0	0x26   0xB  "LG_LTE_MEASURE_RSRP_ANT0 = "     					FlpNumQ15  Title+Data       ""
LG_LTE_MEASURE_RSRP_ANT1     		    	 0x0	0x26   0xC  "LG_LTE_MEASURE_RSRP_ANT1 = "     					FlpNumQ15  Title+Data       ""
LG_LTE_MEASURE_RSSI_ANT0     		  	 0x0	0x26   0xD  "LG_LTE_MEASURE_RSSI_ANT0 = "     					FlpNumQ15  Title+Data       ""
LG_LTE_MEASURE_RSSI_ANT1     		     	 0x0	0x26   0xE  "LG_LTE_MEASURE_RSSI_ANT1 = "     					FlpNumQ15  Title+Data       ""
LG_LTE_MEASURE_RSSNR_ANT0    	 	  	 0x0	0x26   0xF  "LG_LTE_MEASURE_RSSNR_ANT0 = "     					FlpNumQ15  Title+Data       ""
LG_LTE_MEASURE_RSSNR_ANT1	     	  	 0x0	0x26   0x10  "LG_LTE_MEASURE_RSSNR_ANT1 = "     				FlpNumQ15  Title+Data       ""
LG_LTE_PHY_MEASURE_SEARCHER_BUFFER   0x0	0x26   0x11  "LG_LTE_PHY_MEASURE_SEARCHER_BUFFER = "   	HEX32 Buffer_E	""
LG_LTE_PHY_MEASURE_EXTRACTED_SYMBOL_ANT0         0x0	0x26   0x16  "LG_LTE_PHY_MEASURE_EXTRACTED_SYMBOL_ANT0       = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_EXTRACTED_SYMBOL_ANT1         0x0	0x26   0x17  "LG_LTE_PHY_MEASURE_EXTRACTED_SYMBOL_ANT1        = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FREQ_INPUT_ANT0               0x0	0x26   0x18  "LG_LTE_PHY_MEASURE_FREQ_INPUT_ANT0              = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FREQ_INPUT_ANT1               0x0 	0x26   0x19  "LG_LTE_PHY_MEASURE_FREQ_INPUT_ANT1             = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FREQ_OUTPUT_ANT0              0x0 	0x26   0x1A  "LG_LTE_PHY_MEASURE_FREQ_OUTPUT_ANT0             = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FREQ_OUTPUT_ANT1              0x0	0x26   0x1B  "LG_LTE_PHY_MEASURE_FREQ_OUTPUT_ANT1             = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FFT_INPUT_ANT0                0x0	0x26   0x1C  "LG_LTE_PHY_MEASURE_FFT_INPUT_ANT0              = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FFT_INPUT_ANT1                0x0	0x26   0x1D  "LG_LTE_PHY_MEASURE_FFT_INPUT_ANT1               = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FFT_OUTPUT_ANT0               0x0	0x26   0x1E  "LG_LTE_PHY_MEASURE_FFT_OUTPUT_ANT0              = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FFT_OUTPUT_ANT1               0x0	0x26   0x1F  "LG_LTE_PHY_MEASURE_FFT_OUTPUT_ANT1             = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FFT_SHIFTED_USEFUL_ANT0       0x0	0x26   0x20  "LG_LTE_PHY_MEASURE_FFT_SHIFTED_USEFUL_ANT0      = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_FFT_SHIFTED_USEFUL_ANT1       0x0	0x26   0x21  "LG_LTE_PHY_MEASURE_FFT_SHIFTED_USEFUL_ANT1      = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_RSSI_OUTPUT_ANT0              0x0	0x26   0x22  "LG_LTE_PHY_MEASURE_RSSI_OUTPUT_ANT0            = "		FlpNumQ15  		Title+Data     		""
LG_LTE_PHY_MEASURE_RSSI_OUTPUT_ANT1              0x0	0x26   0x23  "LG_LTE_PHY_MEASURE_RSSI_OUTPUT_ANT1             = "		FlpNumQ15  		Title+Data     		""
LG_LTE_PHY_MEASURE_CH_PROFILE_INPUT              0x0	0x26   0x24  "LG_LTE_PHY_MEASURE_CH_PROFILE_INPUT             = "		COMP16Q15  		Buffer_E       		""
LG_LTE_PHY_MEASURE_CH_PROFILE_OUTPUT             0x0	0x26   0x25  "LG_LTE_PHY_MEASURE_CH_PROFILE_OUTPUT           = "		COMP16Q15  		Buffer_E       		""
